,text,label,tokens,stopWordsRemovedTokens,rawFeatures,features,prediction
76,@TomiLahren This is perfect! Lunacy vs lunacy. Who will win? Lol https://t.co/lmPG3qcDZu,0,"['@tomilahren', 'this', 'is', 'perfect!', 'lunacy', 'vs', 'lunacy.', 'who', 'will', 'win?', 'lol', 'https://t.co/lmpg3qcdzu']","['@tomilahren', 'perfect!', 'lunacy', 'vs', 'lunacy.', 'win?', 'lol', 'https://t.co/lmpg3qcdzu']","(1048576,[43041,294094,751933,806521,853746,906814,993264,1014770],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[43041,294094,751933,806521,853746,906814,993264,1014770],[5.13873529672,4.44558811616,5.13873529672,5.13873529672,4.73327018862,5.13873529672,5.13873529672,4.22244456485])",4
77,@philbaroni with @AndreaKGBLee Phil is Main Event! Im Co-Main! https://t.co/AZgiRc51Rt,0,"['@philbaroni', 'with', '@andreakgblee', 'phil', 'is', 'main', 'event!', 'im', 'co-main!', 'https://t.co/azgirc51rt']","['@philbaroni', '@andreakgblee', 'phil', 'main', 'event!', 'im', 'co-main!', 'https://t.co/azgirc51rt']","(1048576,[237716,271925,301694,533462,626744,698319,789427,887834],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[237716,271925,301694,533462,626744,698319,789427,887834],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
78,@CapehartJ But he did use “roll” rather than “role”...classic Trump.,0,"['@capehartj', 'but', 'he', 'did', 'use', '“roll”', 'rather', 'than', '“role”...classic', 'trump.']","['@capehartj', 'use', '“roll”', 'rather', '“role”...classic', 'trump.']","(1048576,[82461,370374,379017,435618,656247,720937],[1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[82461,370374,379017,435618,656247,720937],[4.73327018862,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
79,#chatter Funny. Real. And you don't connect those very often.,0,"['#chatter', 'funny.', 'real.', 'and', 'you', ""don't"", 'connect', 'those', 'very', 'often.']","['#chatter', 'funny.', 'real.', 'connect', 'often.']","(1048576,[246670,419504,726300,811210,821214],[1.0,1.0,1.0,1.0,1.0])","(1048576,[246670,419504,726300,811210,821214],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
80,57 dayssss to my birthday,0,"['57', 'dayssss', 'to', 'my', 'birthday']","['57', 'dayssss', 'birthday']","(1048576,[3817,104268,491111],[1.0,1.0,1.0])","(1048576,[3817,104268,491111],[5.13873529672,5.13873529672,4.22244456485])",4
81,"Duphots, Happy Throwback Thursday. Ps. That’s me in the middle of all of this… https://t.co/6BNY1Q8TQx",0,"['duphots,', 'happy', 'throwback', 'thursday.', 'ps.', 'that’s', 'me', 'in', 'the', 'middle', 'of', 'all', 'of', 'this…', 'https://t.co/6bny1q8tqx']","['duphots,', 'happy', 'throwback', 'thursday.', 'ps.', 'that’s', 'middle', 'this…', 'https://t.co/6bny1q8tqx']","(1048576,[35543,86293,315462,473626,490114,528180,702412,745638,760780],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[35543,86293,315462,473626,490114,528180,702412,745638,760780],[5.13873529672,4.22244456485,4.73327018862,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.22244456485])",4
82,Todays line up!  ,0,"['todays', 'line', 'up!']","['todays', 'line', 'up!']","(1048576,[444727,634366,738539],[1.0,1.0,1.0])","(1048576,[444727,634366,738539],[5.13873529672,4.73327018862,5.13873529672])",4
83,vs @EnumclawHS https://t.co/Ivtdgr7TCd,0,"['vs', '@enumclawhs', 'https://t.co/ivtdgr7tcd']","['vs', '@enumclawhs', 'https://t.co/ivtdgr7tcd']","(1048576,[511384,625727,1014770],[1.0,1.0,1.0])","(1048576,[511384,625727,1014770],[5.13873529672,5.13873529672,4.22244456485])",4
84,@enediinortega why isn’t your pig this fun to watch ?????? https://t.co/xtW784pfOJ,0,"['@enediinortega', 'why', 'isn’t', 'your', 'pig', 'this', 'fun', 'to', 'watch', '??\u200d???', 'https://t.co/xtw784pfoj']","['@enediinortega', 'isn’t', 'pig', 'fun', 'watch', '??\u200d???', 'https://t.co/xtw784pfoj']","(1048576,[446783,463801,471287,630786,794875,809240,1040706],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[446783,463801,471287,630786,794875,809240,1040706],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.73327018862,5.13873529672,4.44558811616])",4
85,@Allen_Schneider @uren_marc @gsmooth89 The fogs getting thicker.....,0,"['@allen_schneider', '@uren_marc', '@gsmooth89', 'the', 'fogs', 'getting', 'thicker.....']","['@allen_schneider', '@uren_marc', '@gsmooth89', 'fogs', 'getting', 'thicker.....']","(1048576,[34140,293094,507675,644145,722853,768465],[1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[34140,293094,507675,644145,722853,768465],[3.88597232823,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
86,And Leons getting larrrrrrger. https://t.co/MOFwNS2QMB,0,"['and', 'leons', 'getting', 'larrrrrrger.', 'https://t.co/mofwns2qmb']","['leons', 'getting', 'larrrrrrger.', 'https://t.co/mofwns2qmb']","(1048576,[34140,375260,723626,941711],[1.0,1.0,1.0,1.0])","(1048576,[34140,375260,723626,941711],[3.88597232823,5.13873529672,5.13873529672,5.13873529672])",4
87,@Burtzor Bruce is best https://t.co/MStpoNy2uW,0,"['@burtzor', 'bruce', 'is', 'best', 'https://t.co/mstpony2uw']","['@burtzor', 'bruce', 'best', 'https://t.co/mstpony2uw']","(1048576,[165071,425929,446354,952459],[1.0,1.0,1.0,1.0])","(1048576,[165071,425929,446354,952459],[5.13873529672,5.13873529672,5.13873529672,3.88597232823])",4
88,These two are ready for the show! @4LiveInTheD @Local4News @LarryBurns @chuckgaidica https://t.co/BGwlR9Z7Il,0,"['these', 'two', 'are', 'ready', 'for', 'the', 'show!', '@4liveinthed', '@local4news', '@larryburns', '@chuckgaidica', 'https://t.co/bgwlr9z7il']","['two', 'ready', 'show!', '@4liveinthed', '@local4news', '@larryburns', '@chuckgaidica', 'https://t.co/bgwlr9z7il']","(1048576,[15664,74073,104464,315733,355044,398680,766953,981443],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[15664,74073,104464,315733,355044,398680,766953,981443],[4.22244456485,5.13873529672,5.13873529672,5.13873529672,4.44558811616,5.13873529672,5.13873529672,5.13873529672])",4
89,@jlhorn33 I went to the one in waterfront last night.,0,"['@jlhorn33', 'i', 'went', 'to', 'the', 'one', 'in', 'waterfront', 'last', 'night.']","['@jlhorn33', 'went', 'one', 'waterfront', 'last', 'night.']","(1048576,[408283,411678,529669,581571,649660,655538],[1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[408283,411678,529669,581571,649660,655538],[4.44558811616,5.13873529672,4.04012300806,5.13873529672,3.52929738429,5.13873529672])",4
90,I have WWE2K2015 Limited Edition Hulkamania Box Set for My Sony Playstation 4 #ps4 #Playstation #greatnessawaits (@… https://t.co/doQMsHdcQ7,0,"['i', 'have', 'wwe2k2015', 'limited', 'edition', 'hulkamania', 'box', 'set', 'for', 'my', 'sony', 'playstation', '4', '#ps4', '#playstation', '#greatnessawaits', '(@…', 'https://t.co/doqmshdcq7']","['wwe2k2015', 'limited', 'edition', 'hulkamania', 'box', 'set', 'sony', 'playstation', '4', '#ps4', '#playstation', '#greatnessawaits', '(@…', 'https://t.co/doqmshdcq7']","(1048576,[35382,312836,322225,350247,364886,449678,659821,667892,816058,821392,841636,976157,976224,1020310],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[35382,312836,322225,350247,364886,449678,659821,667892,816058,821392,841636,976157,976224,1020310],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.73327018862,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.22244456485])",4
91,@wcarter1020 I am tired ??????,0,"['@wcarter1020', 'i', 'am', 'tired', '??????']","['@wcarter1020', 'tired', '??????']","(1048576,[495250,661182,898973],[1.0,1.0,1.0])","(1048576,[495250,661182,898973],[5.13873529672,4.73327018862,5.13873529672])",4
92,"If you're looking for work in #Memphis, TN, check out this #job: https://t.co/z1fbui6Okl #Manufacturing #Hiring #CareerArc",0,"['if', ""you're"", 'looking', 'for', 'work', 'in', '#memphis,', 'tn,', 'check', 'out', 'this', '#job:', 'https://t.co/z1fbui6okl', '#manufacturing', '#hiring', '#careerarc']","['looking', 'work', '#memphis,', 'tn,', 'check', '#job:', 'https://t.co/z1fbui6okl', '#manufacturing', '#hiring', '#careerarc']","(1048576,[82325,309997,546607,624604,627942,695983,820775,991355,1006010,1024132],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[82325,309997,546607,624604,627942,695983,820775,991355,1006010,1024132],[5.13873529672,3.43398720449,2.27653441579,5.13873529672,4.73327018862,2.36614657448,2.88744349812,3.12383227618,3.3469758275,4.73327018862])",4
93,we can ride the wave but expect the crash,0,"['we', 'can', 'ride', 'the', 'wave', 'but', 'expect', 'the', 'crash']","['ride', 'wave', 'expect', 'crash']","(1048576,[321935,362458,759470,882940],[1.0,1.0,1.0,1.0])","(1048576,[321935,362458,759470,882940],[5.13873529672,4.44558811616,5.13873529672,5.13873529672])",4
94,We are very proud to finally announce the full @cocoon_official line up!?Among others,0,"['we', 'are', 'very', 'proud', 'to', 'finally', 'announce', 'the', 'full', '@cocoon_official', 'line', 'up!?among', 'others']","['proud', 'finally', 'announce', 'full', '@cocoon_official', 'line', 'up!?among', 'others']","(1048576,[78295,151393,634366,648315,654919,709043,781449,910566],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[78295,151393,634366,648315,654919,709043,781449,910566],[4.73327018862,4.44558811616,4.73327018862,5.13873529672,5.13873529672,5.13873529672,4.44558811616,5.13873529672])",4
95,??@svenvaeth ,0,['??@svenvaeth'],['??@svenvaeth'],"(1048576,[531546],[1.0])","(1048576,[531546],[5.13873529672])",4
96,?@IbizaRicardo… https://t.co/QdgNzjcexg,0,"['?@ibizaricardo…', 'https://t.co/qdgnzjcexg']","['?@ibizaricardo…', 'https://t.co/qdgnzjcexg']","(1048576,[203197,651774],[1.0,1.0])","(1048576,[203197,651774],[5.13873529672,5.13873529672])",4
97,Ready ? https://t.co/cpttTRL2AG,0,"['ready', '?', 'https://t.co/cptttrl2ag']","['ready', '?', 'https://t.co/cptttrl2ag']","(1048576,[355044,508645,840771],[1.0,1.0,1.0])","(1048576,[355044,508645,840771],[4.44558811616,5.13873529672,5.13873529672])",4
98,if the weather tomorrow is as shitty as it is rn..... i’m gon cry #happyprom,0,"['if', 'the', 'weather', 'tomorrow', 'is', 'as', 'shitty', 'as', 'it', 'is', 'rn.....', 'i’m', 'gon', 'cry', '#happyprom']","['weather', 'tomorrow', 'shitty', 'rn.....', 'i’m', 'gon', 'cry', '#happyprom']","(1048576,[66452,235606,250964,387433,388185,407883,553417,860255],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[66452,235606,250964,387433,388185,407883,553417,860255],[5.13873529672,3.19282514767,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
99,"Momma, i got some dollas for your bills. Glad I’m able to help ??",0,"['momma,', 'i', 'got', 'some', 'dollas', 'for', 'your', 'bills.', 'glad', 'i’m', 'able', 'to', 'help', '??']","['momma,', 'got', 'dollas', 'bills.', 'glad', 'i’m', 'able', 'help', '??']","(1048576,[66148,89721,101464,192292,235606,293607,502003,561061,720560],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[66148,89721,101464,192292,235606,293607,502003,561061,720560],[5.13873529672,4.73327018862,4.73327018862,5.13873529672,3.19282514767,3.63465789995,4.73327018862,5.13873529672,4.73327018862])",4
100,Athens: another protest of several refugee families shows an inadequate reception system. https://t.co/md4NOcWD9F v… https://t.co/L2DfmtFgwH,0,"['athens:', 'another', 'protest', 'of', 'several', 'refugee', 'families', 'shows', 'an', 'inadequate', 'reception', 'system.', 'https://t.co/md4nocwd9f', 'v…', 'https://t.co/l2dfmtfgwh']","['athens:', 'another', 'protest', 'several', 'refugee', 'families', 'shows', 'inadequate', 'reception', 'system.', 'https://t.co/md4nocwd9f', 'v…', 'https://t.co/l2dfmtfgwh']","(1048576,[43949,203021,338221,455491,526472,544372,615894,741347,787003,842965,895037,921299,990765],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[43949,203021,338221,455491,526472,544372,615894,741347,787003,842965,895037,921299,990765],[5.13873529672,5.13873529672,5.13873529672,4.73327018862,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.73327018862,5.13873529672])",4
101,@ashoswai @madhukishwar Truth hurts a harem slave LOL,1,"['@ashoswai', '@madhukishwar', 'truth', 'hurts', 'a', 'harem', 'slave', 'lol']","['@ashoswai', '@madhukishwar', 'truth', 'hurts', 'harem', 'slave', 'lol']","(1048576,[11848,288700,294094,448087,620656,656848,688468],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[11848,288700,294094,448087,620656,656848,688468],[5.13873529672,5.13873529672,4.44558811616,4.73327018862,5.13873529672,5.13873529672,5.13873529672])",4
102,"At BASF you’ll find a host of exciting #career opportunities within the areas of research and development, technolo… https://t.co/laFHDwGOqR",0,"['at', 'basf', 'you’ll', 'find', 'a', 'host', 'of', 'exciting', '#career', 'opportunities', 'within', 'the', 'areas', 'of', 'research', 'and', 'development,', 'technolo…', 'https://t.co/lafhdwgoqr']","['basf', 'you’ll', 'find', 'host', 'exciting', '#career', 'opportunities', 'within', 'areas', 'research', 'development,', 'technolo…', 'https://t.co/lafhdwgoqr']","(1048576,[81733,147884,211830,232892,265167,405864,430062,431496,616166,619361,789967,826263,1007480],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[81733,147884,211830,232892,265167,405864,430062,431496,616166,619361,789967,826263,1007480],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.73327018862,5.13873529672,5.13873529672,4.73327018862,4.73327018862,5.13873529672,5.13873529672,5.13873529672])",4
103,This #job might be a great fit for you: Performance Supervisor - LIT - https://t.co/Bkzl9lwAkw #Aviation… https://t.co/nKifYu0Yxg,0,"['this', '#job', 'might', 'be', 'a', 'great', 'fit', 'for', 'you:', 'performance', 'supervisor', '-', 'lit', '-', 'https://t.co/bkzl9lwakw', '#aviation…', 'https://t.co/nkifyu0yxg']","['#job', 'might', 'great', 'fit', 'you:', 'performance', 'supervisor', '-', 'lit', '-', 'https://t.co/bkzl9lwakw', '#aviation…', 'https://t.co/nkifyu0yxg']","(1048576,[122254,138356,388430,388975,409945,569819,635717,721439,789925,853728,943069,992298],[1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[122254,138356,388430,388975,409945,569819,635717,721439,789925,853728,943069,992298],[2.3978952728,3.52929738429,5.13873529672,4.22244456485,4.22244456485,5.14757187852,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.22244456485,5.13873529672])",4
104,@recipe4travel @CultureTrip @sankaracs @Indian_yatri @lonelyplanet_in @mittal_suruchi @feetonthemap… https://t.co/7WnFroXx1W,0,"['@recipe4travel', '@culturetrip', '@sankaracs', '@indian_yatri', '@lonelyplanet_in', '@mittal_suruchi', '@feetonthemap…', 'https://t.co/7wnfroxx1w']","['@recipe4travel', '@culturetrip', '@sankaracs', '@indian_yatri', '@lonelyplanet_in', '@mittal_suruchi', '@feetonthemap…', 'https://t.co/7wnfroxx1w']","(1048576,[6422,32775,171623,480297,513843,594344,627541,762388],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[6422,32775,171623,480297,513843,594344,627541,762388],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
105,Sitting at the vets parking lot... it’s surgery day for my little Bentley ???,0,"['sitting', 'at', 'the', 'vets', 'parking', 'lot...', 'it’s', 'surgery', 'day', 'for', 'my', 'little', 'bentley', '???']","['sitting', 'vets', 'parking', 'lot...', 'it’s', 'surgery', 'day', 'little', 'bentley', '???']","(1048576,[813,144582,296547,320849,377991,443663,499023,544327,800389,1029700],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[813,144582,296547,320849,377991,443663,499023,544327,800389,1029700],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.73327018862,4.73327018862,5.13873529672,5.13873529672,3.52929738429,3.43398720449])",4
106,@PSpectiveShift Seems like you’re trying to summon Curvy,0,"['@pspectiveshift', 'seems', 'like', 'you’re', 'trying', 'to', 'summon', 'curvy']","['@pspectiveshift', 'seems', 'like', 'you’re', 'trying', 'summon', 'curvy']","(1048576,[470402,661733,682417,743253,756700,992185,1028323],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[470402,661733,682417,743253,756700,992185,1028323],[3.12383227618,5.13873529672,5.13873529672,5.13873529672,4.22244456485,5.13873529672,5.13873529672])",4
107,"I'm at Museo Rafael Coronel in Zacatecas, ZAC https://t.co/YyzUnWOLLc",0,"[""i'm"", 'at', 'museo', 'rafael', 'coronel', 'in', 'zacatecas,', 'zac', 'https://t.co/yyzunwollc']","['museo', 'rafael', 'coronel', 'zacatecas,', 'zac', 'https://t.co/yyzunwollc']","(1048576,[232813,389840,411748,427544,808763,871538],[1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[232813,389840,411748,427544,808763,871538],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
108,Me and my SPIN BRUSH! New Video on YouTube about my SKINCARE ROUTINE! (Link… https://t.co/NL4CjSX1mj,0,"['me', 'and', 'my', 'spin', 'brush!', 'new', 'video', 'on', 'youtube', 'about', 'my', 'skincare', 'routine!', '(link…', 'https://t.co/nl4cjsx1mj']","['spin', 'brush!', 'new', 'video', 'youtube', 'skincare', 'routine!', '(link…', 'https://t.co/nl4cjsx1mj']","(1048576,[29945,201127,229741,256849,387007,479046,561460,600542,821978],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[29945,201127,229741,256849,387007,479046,561460,600542,821978],[3.7524409356,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
109,@ashley_valcin @sigmaramsey @_Sweetxox Best meal of the day ????,0,"['@ashley_valcin', '@sigmaramsey', '@_sweetxox', 'best', 'meal', 'of', 'the', 'day', '????']","['@ashley_valcin', '@sigmaramsey', '@_sweetxox', 'best', 'meal', 'day', '????']","(1048576,[76069,80627,146563,308225,444085,800389,952459],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[76069,80627,146563,308225,444085,800389,952459],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,3.52929738429,3.88597232823])",4
110,It’s crazy to think this time next year I’ll be graduating,0,"['it’s', 'crazy', 'to', 'think', 'this', 'time', 'next', 'year', 'i’ll', 'be', 'graduating']","['it’s', 'crazy', 'think', 'time', 'next', 'year', 'i’ll', 'graduating']","(1048576,[70028,118615,176390,383661,483459,579249,855666,1029700],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[70028,118615,176390,383661,483459,579249,855666,1029700],[4.22244456485,5.13873529672,5.13873529672,4.04012300806,4.73327018862,5.13873529672,5.13873529672,3.43398720449])",4
111,@vweric23 @adidas Shoes bring people together in such a healthy way! I love it,0,"['@vweric23', '@adidas', 'shoes', 'bring', 'people', 'together', 'in', 'such', 'a', 'healthy', 'way!', 'i', 'love', 'it']","['@vweric23', '@adidas', 'shoes', 'bring', 'people', 'together', 'healthy', 'way!', 'love']","(1048576,[127136,376830,554768,580720,593701,721979,933656,949719,972912],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[127136,376830,554768,580720,593701,721979,933656,949719,972912],[5.13873529672,4.44558811616,5.13873529672,5.13873529672,4.44558811616,5.13873529672,5.13873529672,4.73327018862,3.63465789995])",4
112,I am setting the tone for my office this morning! After feeling a little… https://t.co/8CFywbSnNJ,0,"['i', 'am', 'setting', 'the', 'tone', 'for', 'my', 'office', 'this', 'morning!', 'after', 'feeling', 'a', 'little…', 'https://t.co/8cfywbsnnj']","['setting', 'tone', 'office', 'morning!', 'feeling', 'little…', 'https://t.co/8cfywbsnnj']","(1048576,[75898,120123,173483,413414,494611,555222,658626],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[75898,120123,173483,413414,494611,555222,658626],[5.13873529672,5.13873529672,4.73327018862,5.13873529672,5.13873529672,4.73327018862,4.73327018862])",4
113,@herb_beauty plastic straws are pretty pointless once you have them ? I wanna get some bamboo utensils,0,"['@herb_beauty', 'plastic', 'straws', 'are', 'pretty', 'pointless', 'once', 'you', 'have', 'them', '?', 'i', 'wanna', 'get', 'some', 'bamboo', 'utensils']","['@herb_beauty', 'plastic', 'straws', 'pretty', 'pointless', '?', 'wanna', 'get', 'bamboo', 'utensils']","(1048576,[36564,172309,268250,362039,437593,550024,637090,650289,870237,1020937],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[36564,172309,268250,362039,437593,550024,637090,650289,870237,1020937],[5.13873529672,5.13873529672,5.13873529672,3.7524409356,4.44558811616,5.13873529672,5.13873529672,5.13873529672,4.44558811616,5.13873529672])",4
114,I’ve been off of work for a month and I’ve got my first color today after being off for so long and I’ve never been… https://t.co/nmrRV5fNS1,0,"['i’ve', 'been', 'off', 'of', 'work', 'for', 'a', 'month', 'and', 'i’ve', 'got', 'my', 'first', 'color', 'today', 'after', 'being', 'off', 'for', 'so', 'long', 'and', 'i’ve', 'never', 'been…', 'https://t.co/nmrrv5fns1']","['i’ve', 'work', 'month', 'i’ve', 'got', 'first', 'color', 'today', 'long', 'i’ve', 'never', 'been…', 'https://t.co/nmrrv5fns1']","(1048576,[21889,21982,82111,99270,231886,293607,406038,730600,767382,770094,820775],[1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[21889,21982,82111,99270,231886,293607,406038,730600,767382,770094,820775],[5.13873529672,14.1998105658,4.04012300806,5.13873529672,5.13873529672,3.63465789995,4.22244456485,4.44558811616,4.73327018862,3.7524409356,2.88744349812])",4
115,@OfficialPacManJ yoooo dm me,0,"['@officialpacmanj', 'yoooo', 'dm', 'me']","['@officialpacmanj', 'yoooo', 'dm']","(1048576,[205398,304882,1014254],[1.0,1.0,1.0])","(1048576,[205398,304882,1014254],[5.13873529672,5.13873529672,5.13873529672])",6
116,Public records request reveals out-of-state consultant being paid $120k/yr by @seminolecounty to work 6 days a mont… https://t.co/d8hZdqzlfm,0,"['public', 'records', 'request', 'reveals', 'out-of-state', 'consultant', 'being', 'paid', '$120k/yr', 'by', '@seminolecounty', 'to', 'work', '6', 'days', 'a', 'mont…', 'https://t.co/d8hzdqzlfm']","['public', 'records', 'request', 'reveals', 'out-of-state', 'consultant', 'paid', '$120k/yr', '@seminolecounty', 'work', '6', 'days', 'mont…', 'https://t.co/d8hzdqzlfm']","(1048576,[38868,111846,150352,161862,212239,366688,692195,805091,811130,820775,867081,930807,956713,1017394],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[38868,111846,150352,161862,212239,366688,692195,805091,811130,820775,867081,930807,956713,1017394],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.22244456485,2.88744349812,5.13873529672,5.13873529672,5.13873529672,4.73327018862])",4
117,Getting all set for #GoodDayTulsa on @KTULNews! Who’s tuning in?! ?? #soundcheck https://t.co/FqyiXvHqsP,0,"['getting', 'all', 'set', 'for', '#gooddaytulsa', 'on', '@ktulnews!', 'who’s', 'tuning', 'in?!', '??', '#soundcheck', 'https://t.co/fqyixvhqsp']","['getting', 'set', '#gooddaytulsa', '@ktulnews!', 'who’s', 'tuning', 'in?!', '??', '#soundcheck', 'https://t.co/fqyixvhqsp']","(1048576,[34140,51276,97393,180618,380284,521579,634858,659821,1025439,1047528],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[34140,51276,97393,180618,380284,521579,634858,659821,1025439,1047528],[3.88597232823,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.73327018862,5.13873529672,5.13873529672])",4
118,@mikefreemanNFL No way I can watch Black Mirror. Was excruciating getting through that first episode. Was off-putti… https://t.co/43iulSIAH6,0,"['@mikefreemannfl', 'no', 'way', 'i', 'can', 'watch', 'black', 'mirror.', 'was', 'excruciating', 'getting', 'through', 'that', 'first', 'episode.', 'was', 'off-putti…', 'https://t.co/43iulsiah6']","['@mikefreemannfl', 'way', 'watch', 'black', 'mirror.', 'excruciating', 'getting', 'first', 'episode.', 'off-putti…', 'https://t.co/43iulsiah6']","(1048576,[34140,82111,90757,121861,461399,489609,590858,606213,812511,914260,1040706],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[34140,82111,90757,121861,461399,489609,590858,606213,812511,914260,1040706],[3.88597232823,4.04012300806,5.13873529672,5.13873529672,4.44558811616,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.44558811616])",4
119,@msdwallace @StormDanser @PeterAlexander @adamisalamb @michelleisawolf Awww she blocked me!,0,"['@msdwallace', '@stormdanser', '@peteralexander', '@adamisalamb', '@michelleisawolf', 'awww', 'she', 'blocked', 'me!']","['@msdwallace', '@stormdanser', '@peteralexander', '@adamisalamb', '@michelleisawolf', 'awww', 'blocked', 'me!']","(1048576,[69647,92738,244108,287751,474037,543064,691629,1009189],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[69647,92738,244108,287751,474037,543064,691629,1009189],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
120,@RicThaMenace they fckn genies or sumn,0,"['@ricthamenace', 'they', 'fckn', 'genies', 'or', 'sumn']","['@ricthamenace', 'fckn', 'genies', 'sumn']","(1048576,[24807,145419,548656,1009427],[1.0,1.0,1.0,1.0])","(1048576,[24807,145419,548656,1009427],[5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
121,@aj_crisp21 Marked as “rare antique”,0,"['@aj_crisp21', 'marked', 'as', '“rare', 'antique”']","['@aj_crisp21', 'marked', '“rare', 'antique”']","(1048576,[110281,214757,867544,1045720],[1.0,1.0,1.0,1.0])","(1048576,[110281,214757,867544,1045720],[5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
